"","origin","destination","O_DistToCoastPC","D_DistToCoastPC","O_ParallelToCoastPC","D_ParallelToCoastPC","SSdist","max_flow","reliable_path","EucDist","DivMig","upcoast","offshore","max_flow_logdist","reliable_path_logdist"
"20","20","1",-0.024479295955794,-1.42734723860918,-0.305948889268524,0.847584253071381,11,1.89e-08,2.92e-33,887.3218589,0.234,1.15353314233991,-1.40286794265338,18.7841039148808,75.9137244525233
"21","21","1",-0.0369272044406424,-1.42734723860918,-0.098385208220045,0.847584253071381,10,1.89e-08,4.56e-33,867.9103981,0.176,0.945969461291426,-1.39042003416853,18.7841039148808,75.4679854452772
"22","22","1",0.0220858155559212,-1.42734723860918,0.206607649260836,0.847584253071381,11,1.89e-08,1.58e-33,895.7119548,0.406,0.640976603810545,-1.4494330541651,18.7841039148808,76.5278832217646
"23","23","1",0.047754075728943,-1.42734723860918,0.112037545035491,0.847584253071381,11,1.89e-08,6.97e-34,912.3313854,0.148,0.73554670803589,-1.47510131433812,18.7841039148808,77.3462779370251
"24","25","1",-0.0638785506198568,-1.42734723860918,-0.655435417458152,0.847584253071381,12,1.89e-08,1.61e-36,880.3637445,0.395,1.50301967052953,-1.36346868798932,18.7841039148808,83.4168291687893
"25","27","1",0.399527824096414,-1.42734723860918,-0.675749889439903,0.847584253071381,11,1.89e-08,6.59e-35,1109.888091,0.044,1.52333414251128,-1.82687506270559,18.7841039148808,79.7049249062772
"26","28","1",0.0205538871473139,-1.42734723860918,-0.225005669864315,0.847584253071381,11,1.89e-08,7.12e-33,911.0645253,0.244,1.0725899229357,-1.44790112575649,18.7841039148808,75.0224003433796
"27","29","1",0.12742353346553,-1.42734723860918,-0.244560919947458,0.847584253071381,11,1.89e-08,1.48e-33,935.2163889,0.248,1.09214517301884,-1.55477077207471,18.7841039148808,76.5932659810275
"28","30","1",0.114906935381059,-1.42734723860918,-0.143855496859074,0.847584253071381,11,1.89e-08,2.72e-33,949.4663517,0.153,0.991439749930455,-1.54225417399024,18.7841039148808,75.9846761884956
"29","31","1",0.821754173337599,-1.42734723860918,-0.0578596414499133,0.847584253071381,17,1.89e-08,3.24e-52,1354.056697,0.152,0.905443894521294,-2.24910141194678,18.7841039148808,119.558851505886
"30","32","1",0.655601277818623,-1.42734723860918,-0.167101115696014,0.847584253071381,11,1.89e-08,1.25e-36,1251.863097,0.077,1.01468536876739,-2.0829485164278,18.7841039148808,83.6699197964714
"31","33","1",1.145615550716,-1.42734723860918,0.139926842349889,0.847584253071381,22,2.31e-11,1.56e-63,1540.071779,0.049,0.707657410721492,-2.57296278932517,25.4911884984008,145.618175037363
"32","34","1",1.16694139725991,-1.42734723860918,0.0478894831728795,0.847584253071381,22,2.31e-11,3.09e-64,1554.574875,0.033,0.799694769898502,-2.59428863586908,25.4911884984008,147.237274860709
"33","35","1",1.14789400633186,-1.42734723860918,-0.0123349438923604,0.847584253071381,22,2.31e-11,3.27e-64,1542.830002,0.033,0.859919196963741,-2.57524124494103,25.4911884984008,147.18065596671
"34","36","1",1.18870919700706,-1.42734723860918,-0.0959718848445982,0.847584253071381,22,2.31e-11,2.63e-64,1569.258567,0.06,0.943556137915979,-2.61605643561624,25.4911884984008,147.398462105429
"35","37","1",1.15391415637257,-1.42734723860918,-0.0587310981533737,0.847584253071381,22,2.31e-11,2.9e-63,1547.061797,0.028,0.906315351224755,-2.58126139498174,25.4911884984008,144.998150121632
"36","38","1",1.142225733093,-1.42734723860918,0.183742766501133,0.847584253071381,21,2.31e-11,1.21e-62,1536.044725,0.034,0.663841486570248,-2.56957297170218,25.4911884984008,143.569655406022
