"","edge_name","From","To","GeogDist","SSDist","reliable_path","max_flow"
"144","X28.19","28","19",295.5588995,4,5.85e-10,0.00075238
"145","X28.27","28","27",229.5209453,3,3.24e-07,0.001159349
"146","X28.29","28","29",22.2008523,1,8.75e-05,0.001095482
"147","X28.31","28","31",485.4135799,5,1.6e-11,9.18e-05
"148","X28.32","28","32",390.8748315,5,2.78e-11,0.00137666
"149","X28.33","28","33",686.7923532,6,5.09e-14,2.33e-06
"150","X28.34","28","34",697.0959238,5,8.5e-12,2.33e-06
"151","X28.35","28","35",684.1194211,6,5.1e-13,2.33e-06
"152","X28.36","28","36",706.1533121,6,1.25e-13,2.33e-06
"153","X28.37","28","37",686.301581,6,2.67e-13,2.33e-06
"154","X28.38","28","38",685.6757606,4,2.21e-12,2.33e-06
"155","X28.40","28","40",753.3637886,4,2.45e-11,1.18e-05
"156","X28.42","28","42",724.002852,5,7.69e-13,2.33e-06
"157","X28.43","28","43",663.0574631,4,4.06e-09,0.000157401
"158","X22.19","22","19",281.4213986,2,3.91e-05,0.000820079
"159","X22.27","22","27",221.1291713,3,0.000180271,0.001611004
"160","X22.30","22","30",51.17925544,1,0.0466125,0.001219857
"161","X22.31","22","31",477.9037518,3,5.7e-10,9.18e-05
"162","X22.32","22","32",379.2869138,2,1.88e-05,0.002237883
"163","X22.33","22","33",677.3538828,5,5.39e-13,2.33e-06
"164","X22.34","22","34",688.7927717,4,3.28e-11,2.33e-06
"165","X22.35","22","35",676.0371141,5,1.97e-12,2.33e-06
"166","X22.36","22","36",699.3615841,5,1.5e-11,2.33e-06
"167","X22.37","22","37",678.737654,5,1.03e-12,2.33e-06
"168","X22.38","22","38",675.5367049,4,8.51e-12,2.33e-06
"169","X22.40","22","40",759.6354675,4,9.45e-11,1.18e-05
"170","X22.42","22","42",717.2121814,4,1.37e-11,2.33e-06
"171","X22.43","22","43",673.4037014,4,1.57e-08,0.000157401
"172","X20.17","20","17",77.50430402,2,0.000539834,0.00057831
"173","X20.18","20","18",89.79699654,3,6.64e-05,0.00057831
"174","X20.19","20","19",321.8107279,5,8.78e-12,0.00057831
"175","X20.23","20","23",60.79148918,4,3.89e-09,8.49e-05
"176","X20.27","20","27",256.2079496,4,2.2e-08,0.00057831
"177","X20.28","20","28",20.64267656,1,0.0137625,0.00057831
"178","X20.29","20","29",49.23284675,1,0.008075,0.00057831
"179","X20.30","20","30",88.67547264,4,6.55e-09,0.00057453
"180","X20.31","20","31",512.3459784,5,2.2e-13,9.18e-05
"181","X20.32","20","32",417.4912312,5,8.27e-13,0.00057831
"182","X20.33","20","33",713.6672456,6,2.19e-15,2.33e-06
"183","X20.34","20","34",724.029297,5,2.48e-13,2.33e-06
"184","X20.35","20","35",711.0606236,6,1.49e-14,2.33e-06
"185","X20.38","20","38",712.5105179,5,6.44e-14,2.33e-06
"186","X20.40","20","40",779.9091936,5,7.15e-13,1.18e-05
"187","X20.42","20","42",750.9932456,5,8.15e-14,2.33e-06
"188","X20.43","20","43",689.1549935,5,1.19e-10,0.000157401
"189","X7.17","7","17",68.53411698,2,0.001488098,0.002032971
"190","X7.18","7","18",80.370258,2,0.000732025,0.002161005
"191","X7.19","7","19",311.460215,4,5.79e-09,0.00075238
"192","X7.27","7","27",246.7385463,3,5.96e-07,0.001551508
"193","X7.28","7","28",18.68268094,1,0.0379375,0.002161005
"194","X7.29","7","29",42.93301515,2,0.000346221,0.001509062
"195","X7.30","7","30",76.98240227,4,4.43e-10,0.00057453
"196","X7.31","7","31",503.4841515,5,1.63e-12,9.18e-05
"197","X7.32","7","32",407.7336409,5,2.46e-11,0.001534371
"198","X7.33","7","33",704.5277731,6,5.03e-13,2.33e-06
"199","X7.34","7","34",715.1267311,5,8.41e-11,2.33e-06
"200","X7.35","7","35",702.1984392,6,5.05e-12,2.33e-06
"201","X7.36","7","36",724.5646058,6,3.26e-13,2.33e-06
"202","X7.37","7","37",704.5106553,6,2.64e-12,2.33e-06
"203","X7.38","7","38",703.2362686,4,2.18e-11,2.33e-06
"204","X7.40","7","40",774.3524888,4,2.43e-10,1.18e-05
"205","X7.42","7","42",742.4199745,5,3.23e-12,2.33e-06
"206","X7.43","7","43",684.5798656,4,4.02e-08,0.000157401
"207","X25.17","25","17",115.8309692,3,7.94e-09,2.14e-06
"208","X25.18","25","18",128.2430154,4,1.49e-09,2.14e-06
"209","X25.27","25","27",291.9076767,5,6.56e-14,2.14e-06
"210","X25.28","25","28",58.45218544,4,2.02e-07,2.14e-06
"211","X25.29","25","29",85.80880919,4,1.51e-09,2.14e-06
"212","X25.30","25","30",130.9609693,5,1.41e-13,2.14e-06
"213","X21.17","21","17",83.60533406,2,0.001007263,0.002179267
"214","X21.18","21","18",93.96694088,2,0.00055006,0.002584712
"215","X21.19","21","19",319.5191342,3,2.97e-07,0.00075238
"216","X21.22","21","22",36.53789167,4,5.41e-11,6.39e-05
"217","X21.23","21","23",47.9989733,3,6.07e-09,8.49e-05
"218","X21.27","21","27",257.4586706,2,1.34e-06,0.001551508
"219","X21.28","21","28",40.69712526,1,0.014620298,0.007300784
"220","X21.29","21","29",61.93452629,2,0.003031262,0.002067041
"221","X21.30","21","30",85.3312655,1,0.0011411,0.00057453
"222","X21.31","21","31",514.6603165,5,1.01e-12,9.18e-05
"223","X21.32","21","32",416.9844026,4,3.84e-09,0.001534371
"224","X21.33","21","33",714.7964304,5,7.47e-14,2.33e-06
"225","X21.34","21","34",725.9380473,4,1.25e-11,2.33e-06
"226","X21.35","21","35",713.1142268,5,7.49e-13,2.33e-06
"227","X21.36","21","36",736.0883206,5,4.56e-13,2.33e-06
"228","X21.37","21","37",715.6717238,5,3.92e-13,2.33e-06
"229","X21.38","21","38",713.1656066,3,3.24e-12,2.33e-06
"230","X21.40","21","40",791.0543374,3,3.6e-11,1.18e-05
"231","X21.42","21","42",753.946918,4,4.8e-13,2.33e-06
