0,1.41E-11,3.47E-14,3.85E-14,6.46E-11,1.40E-13,3.79E-16,5.50E-16,7.65E-15,6.66E-16,2.25E-16,8.37E-16,5.34E-14,2.14E-17,2.73E-16,3.82E-16,8.36E-17,4.42E-18,2.80E-20
1.23E-17,0,1.58E-11,1.53E-11,1.18E-05,6.79E-14,4.89E-15,7.36E-15,2.33E-13,1.09E-15,2.43E-15,5.81E-15,2.53E-13,8.71E-17,4.91E-16,2.15E-16,2.55E-15,1.90E-18,1.33E-19
1.42E-27,3.57E-14,0,0.005010782,1.47E-08,1.78E-08,6.37E-07,9.18E-08,2.81E-09,8.25E-08,1.45E-11,8.26E-10,2.09E-08,2.21E-13,3.50E-10,5.07E-12,3.64E-10,2.20E-13,1.00E-12
8.30E-29,2.08E-15,4.49E-08,0,1.00E-07,3.55E-06,4.81E-05,9.33E-06,5.61E-07,1.09E-06,5.50E-10,2.79E-08,3.70E-06,1.27E-11,6.99E-08,6.66E-10,1.11E-08,4.39E-11,2.00E-10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.58E-33,3.97E-20,2.12E-12,3.35E-07,2.69E-13,0,0.002711348,0.003932733,0.000439692,0.004766016,3.73E-05,2.14E-05,0.002269487,3.08E-07,6.34E-06,5.52E-06,2.20E-05,5.21E-08,1.19E-09
3.44E-36,8.64E-23,4.28E-16,9.53E-09,9.52E-16,7.60E-14,0,0.1080875,0.000136465,0.001002418,1.51E-13,1.48E-10,1.33E-10,2.29E-14,5.60E-12,6.80E-14,5.17E-11,1.82E-18,6.98E-17
3.18E-35,7.99E-22,3.96E-15,8.81E-08,8.81E-15,7.03E-13,0.083225,0,1.14E-05,0.00180404,8.11E-13,6.27E-10,1.23E-09,2.11E-13,1.69E-11,3.23E-13,4.78E-10,1.68E-17,6.46E-16
2.44E-46,6.12E-33,1.07E-26,3.87E-20,1.13E-26,1.09E-24,4.36E-13,4.39E-13,0,8.78E-10,5.97E-21,5.85E-18,5.00E-19,4.48E-22,2.22E-19,2.69E-21,1.01E-18,3.82E-26,2.58E-24
2.78E-37,6.97E-24,1.22E-17,4.41E-11,1.29E-17,1.24E-15,0.000497132,0.000500036,6.13E-06,0,6.80E-12,6.66E-09,5.70E-10,5.10E-13,2.52E-10,3.06E-12,1.15E-09,4.35E-17,2.94E-15
1.86E-32,4.67E-19,8.42E-12,0.0001875,1.87E-11,2.14E-09,9.86E-05,0.0010375,6.25E-05,0.0011375,0,8.28E-06,0.00085,0.001338059,0.025,0.000809512,0.000262103,6.40E-06,5.65E-08
2.04E-36,5.11E-23,1.45E-15,5.30E-09,5.30E-16,2.65E-13,2.17E-07,2.60E-06,0.0175875,5.16E-07,2.72E-09,0,1.56E-06,1.59E-05,5.62E-05,2.44E-05,0.000100515,5.45E-10,8.85E-12
6.97E-31,1.75E-17,9.34E-10,8.98E-07,1.18E-10,1.28E-09,3.43E-05,4.01E-05,0.000495023,7.19E-05,0.000133035,0.000434548,0,3.43E-06,3.21E-05,6.52E-05,0.00078996,1.56E-09,5.25E-07
6.97E-51,1.75E-37,8.67E-31,1.93E-23,1.93E-30,1.54E-28,7.53E-22,2.56E-22,6.34E-25,3.62E-22,2.71E-27,1.65E-25,7.26E-25,0,6.50E-10,1.08E-27,8.33E-05,2.42E-32,4.50E-24
7.01E-54,1.76E-40,8.71E-34,1.94E-26,1.94E-33,1.55E-31,7.57E-25,2.58E-25,6.37E-28,3.64E-25,2.72E-30,1.66E-28,7.30E-28,7.10E-31,0,1.09E-30,1.61E-27,2.43E-35,1.92E-33
3.67E-51,9.21E-38,4.56E-31,1.02E-23,1.02E-30,8.11E-29,3.96E-22,1.35E-22,3.33E-25,1.90E-22,2.89E-22,8.67E-26,5.23E-25,0.000648422,0.002209891,0,8.83E-06,1.85E-27,3.98E-11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.09E-60,1.03E-46,5.08E-40,1.13E-32,1.13E-39,9.04E-38,4.41E-31,1.50E-31,3.72E-34,2.12E-31,1.59E-36,9.67E-35,4.26E-34,4.14E-37,1.85E-27,6.34E-37,0.000212933,0,1.44E-06
4.66E-73,1.17E-59,5.79E-53,1.29E-45,1.29E-52,1.03E-50,5.03E-44,1.71E-44,4.24E-47,2.42E-44,1.81E-49,1.10E-47,4.85E-47,4.72E-50,2.10E-40,7.22E-50,6.53E-16,1.61E-54,0
